A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE
98.12999725341797,12.210000038146973,148.42999267578125,110.08000183105469,89.08999633789062,95.81999969482422,265.8599853515625,105.94999694824219,233.91000366210938,475.6400146484375
98.62000274658203,12.34000015258789,150.11000061035156,111.80999755859375,88.5999984741211,95.26000213623047,268.989990234375,104.80000305175781,236.9199981689453,486.7799987792969
96.91000366210938,11.930000305175781,146.4499969482422,107.12000274658203,87.13999938964844,94.13999938964844,260.1099853515625,102.7300033569336,230.64999389648438,470.3900146484375
96.33999633789062,11.770000457763672,146.7100067138672,108.22000122070312,85.91000366210938,94.66000366210938,262.4700012207031,100.91999816894531,214.4199981689453,467.6700134277344
97.69000244140625,12.289999961853027,149.41000366210938,112.27999877929688,86.2300033569336,96.80000305175781,266.44000244140625,103.44999694824219,214.6300048828125,479.7799987792969
99.51000213623047,12.760000228881836,153.38999938964844,114.95999908447266,87.27999877929688,97.58000183105469,273.54998779296875,104.44000244140625,222.77999877929688,488.510009765625
100.22000122070312,12.25,151.7100067138672,114.08999633789062,86.88999938964844,96.16000366210938,272.4599914550781,105.19000244140625,224.0800018310547,489.3299865722656
100.94000244140625,12.289999961853027,153.5,115.80999755859375,87.58999633789062,96.91999816894531,277.05999755859375,108.83000183105469,225.99000549316406,490.42999267578125
101.22000122070312,12.579999923706055,154.85000610351562,116.79000091552734,87.13999938964844,95.36000061035156,260.45001220703125,108.63999938964844,225.17999267578125,499.510009765625
100.01000213623047,13.0,155.5,113.0199966430664,86.12000274658203,95.37999725341797,261.989990234375,106.5,222.39999389648438,478.989990234375
103.12000274658203,13.119999885559082,155.86000061035156,116.5,87.93000030517578,96.38999938964844,270.69000244140625,108.55999755859375,223.49000549316406,486.4700012207031
101.62999725341797,12.529999732971191,155.16000366210938,113.16000366210938,85.88999938964844,95.62999725341797,264.82000732421875,106.25,220.35000610351562,478.9800109863281
103.87999725341797,13.069999694824219,156.80999755859375,115.08000183105469,87.06999969482422,95.58999633789062,268.5400085449219,107.73999786376953,223.4499969482422,493.1499938964844
104.16000366210938,13.15999984741211,157.66000366210938,114.97000122070312,87.33999633789062,98.48999786376953,271.20001220703125,108.54000091552734,225.61000061035156,490.8399963378906
105.76000213623047,13.199999809265137,155.32000732421875,116.97000122070312,87.69999694824219,96.86000061035156,273.55999755859375,109.6500015258789,228.69000244140625,502.1600036621094
105.43000030517578,12.920000076293945,156.25,124.4000015258789,88.31999969482422,96.86000061035156,277.8500061035156,111.05000305175781,230.58999633789062,510.8900146484375
105.41999816894531,12.220000267028809,157.3800048828125,121.0999984741211,87.83000183105469,97.2699966430664,276.95001220703125,108.37000274658203,229.3800048828125,514.3099975585938
105.05999755859375,12.359999656677246,156.5800018310547,121.19000244140625,86.06999969482422,98.44000244140625,280.8399963378906,107.75,229.42999267578125,506.30999755859375
105.31999969482422,12.229999542236328,157.52000427246094,120.70999908447266,85.2300033569336,99.3499984741211,283.57000732421875,107.31999969482422,228.77000427246094,501.1499938964844
106.69999694824219,12.460000038146973,154.99000549316406,119.0199966430664,86.2699966430664,99.5199966430664,286.4800109863281,109.66999816894531,230.0500030517578,502.82000732421875
105.48999786376953,12.5600004196167,153.25,115.9800033569336,84.30999755859375,97.80000305175781,281.4700012207031,108.04000091552734,226.24000549316406,495.20001220703125
105.61000061035156,12.800000190734863,153.02000427246094,117.51000213623047,84.25,97.98999786376953,277.5299987792969,108.36000061035156,230.38999938964844,494.5799865722656
104.83000183105469,12.75,154.3800048828125,116.87000274658203,82.88999938964844,97.7300033569336,272.6000061035156,105.93000030517578,233.10000610351562,495.9599914550781
106.7699966430664,13.149999618530273,152.92999267578125,115.75,84.30999755859375,98.72000122070312,278.5,109.4800033569336,228.13999938964844,483.6000061035156
105.61000061035156,12.475000381469727,154.55999755859375,115.0,84.13619995117188,99.3499984741211,278.4100036621094,107.79499816894531,227.3618927001953,485.4100036621094
